"user_id","time_stamp","duration","dest_user_id","dest_phone_hash"
19,2008-10-17 15:03:43,268,,"2939471263"
19,2008-10-17 00:33:16,520,,"2939471263"
19,2008-10-17 00:21:19,15,,"2959085295"
19,2008-10-17 23:43:06,0,,"1853094371"
19,2008-10-17 20:45:54,442,,"2939471263"
19,2008-10-20 23:06:28,42,,"193432260"
19,2008-10-20 22:04:24,0,,"1853094371"
19,2008-10-18 21:06:38,1357,,"1853094371"
19,2008-10-18 21:04:44,92,,"193432260"
19,2008-10-22 15:34:39,272,,"1853094371"
19,2008-10-21 22:30:01,9,,"193432260"
19,2008-10-21 22:25:10,235,,"1989103241"
19,2008-10-21 21:12:41,0,,"1853094371"
19,2008-10-21 18:02:54,110,,"2939471263"
19,2008-10-23 01:45:02,36,,"193432260"
19,2008-10-23 01:44:00,43,,"193432260"
19,2008-10-23 01:23:56,1168,,"2939471263"
19,2008-10-23 01:23:17,17,,"2939471263"
19,2008-10-22 21:02:15,731,,"658281742"
19,2008-10-23 02:11:44,0,,"2959085295"
19,2008-10-23 22:41:13,0,,"2572569819"
19,2008-10-24 01:23:24,36,,"193432260"
19,2008-10-25 00:02:26,247,,"3115366360"
19,2008-10-24 23:59:22,95,,"193432260"
19,2008-10-24 21:48:16,0,,"3115546050"
19,2008-10-24 01:25:38,71,,"3115546050"
19,2008-10-25 23:08:15,0,,"1853094371"
19,2008-10-25 23:07:58,0,,"1853094371"
19,2008-10-25 23:06:03,121,,"2939471263"
19,2008-10-25 22:06:23,81,,"2032126828"
19,2008-10-25 22:02:28,158,,"193432260"
19,2008-10-25 19:32:54,0,,"2032126828"
19,2008-10-25 15:35:41,0,,"1853094371"
19,2008-10-26 01:50:56,0,,"2032126828"
19,2008-10-26 00:05:48,0,,"1989291805"
19,2008-10-25 23:46:06,0,,"3867137337"
19,2008-10-25 23:27:11,45,,"1989291805"
19,2008-10-25 23:15:47,151,,"3014642266"
19,2008-10-25 23:08:46,0,,"3014642266"
19,2008-10-25 23:08:32,406,,"1853094371"
19,2008-10-26 22:23:02,17,,"193432260"
19,2008-10-26 21:04:34,0,,"1853094371"
19,2008-10-27 20:16:10,0,,"1853094371"
19,2008-10-27 19:25:08,22,,"1473893544"
19,2008-10-27 19:25:02,0,,"1473893544"
19,2008-10-27 19:20:16,50,,"1473893544"
19,2008-10-27 19:19:27,32,,"193432260"
19,2008-10-27 19:18:33,2,,"193432260"
19,2008-10-27 19:17:18,55,,"1853094371"
19,2008-10-26 23:06:20,0,,"2572569819"
19,2008-10-26 22:23:30,113,,"193432260"
19,2008-10-28 16:48:16,248,,"3801285855"
19,2008-10-27 23:11:50,56,,"932453050"
19,2008-10-27 23:09:05,85,,"3377141011"
19,2008-10-27 23:07:55,25,,"1853094371"
19,2008-10-27 23:02:09,321,,"1853094371"
19,2008-10-27 22:32:14,1052,,"3215898331"
19,2008-10-27 22:16:04,0,,"932453050"
19,2008-10-27 22:00:42,0,,"3215898331"
19,2008-10-29 17:56:05,170,,"3801392318"
19,2008-10-29 01:25:52,399,,"2939471263"
19,2008-10-29 01:19:53,36,,"2939471263"
19,2008-10-28 23:47:31,36,,"2939471263"
19,2008-10-28 23:29:04,199,,"3115366360"
19,2008-10-28 20:39:02,55,,"3801392318"
19,2008-10-28 20:23:36,108,,"3115366360"
19,2008-10-28 17:30:00,60,,"2656662906"
19,2008-10-29 21:53:36,35,,"2572569819"
19,2008-10-29 21:52:13,54,,"193432260"
19,2008-10-29 23:59:45,38,,"193432260"
19,2008-10-29 23:46:41,737,,"2572569819"
19,2008-10-29 23:42:16,0,,"2572569819"
19,2008-10-30 23:09:34,367,,"1853094371"
19,2008-10-30 22:20:25,0,,"1853094371"
19,2008-10-30 20:44:53,35,,"1989103241"
19,2008-10-30 20:35:06,28,,"1853094371"
19,2008-10-30 20:34:02,36,,"2939471263"
19,2008-10-31 18:34:02,0,,"1853094371"
19,2008-10-31 22:23:44,94,,"193432260"
19,2008-10-31 22:23:03,34,,"193432260"
